Filename;Width;Height;Roi.X1;Roi.Y1;Roi.X2;Roi.Y2;ClassId
0_1084.ppm;128;128;0;0;128;128;43
11717.ppm;70;70;0;0;70;70;43
13265.ppm;87;87;0;0;87;87;43
0_876.ppm;128;128;0;0;128;128;43
0_152.ppm;128;128;0;0;128;128;43
6195.ppm;80;80;0;0;80;80;43
10849.ppm;102;102;0;0;102;102;43
6082.ppm;102;102;0;0;102;102;43
0_1505.ppm;128;128;0;0;128;128;43
11951.ppm;93;93;0;0;93;93;43
1862.ppm;35;35;0;0;35;35;43
0_138.ppm;128;128;0;0;128;128;43
1501.ppm;80;80;0;0;80;80;43
0_252.ppm;128;128;0;0;128;128;43
9484.ppm;69;69;0;0;69;69;43
0_801.ppm;128;128;0;0;128;128;43
0_1401.ppm;128;128;0;0;128;128;43
0_732.ppm;128;128;0;0;128;128;43
10029.ppm;74;74;0;0;74;74;43
7377.ppm;72;72;0;0;72;72;43
14394.ppm;65;65;0;0;65;65;43
2351.ppm;41;41;0;0;41;41;43
9714.ppm;96;96;0;0;96;96;43
0_335.ppm;128;128;0;0;128;128;43
0_926.ppm;128;128;0;0;128;128;43
10581.ppm;80;80;0;0;80;80;43
11111.ppm;119;119;0;0;119;119;43
0_861.ppm;128;128;0;0;128;128;43
2302.ppm;63;63;0;0;63;63;43
0_1231.ppm;128;128;0;0;128;128;43
14261.ppm;84;84;0;0;84;84;43
0_129.ppm;128;128;0;0;128;128;43
9628.ppm;65;65;0;0;65;65;43
16131.ppm;79;79;0;0;79;79;43
0_99.ppm;128;128;0;0;128;128;43
0_56.ppm;128;128;0;0;128;128;43
0_1326.ppm;128;128;0;0;128;128;43
0_1022.ppm;128;128;0;0;128;128;43
0_1276.ppm;128;128;0;0;128;128;43
6192.ppm;73;73;0;0;73;73;43
0_15.ppm;128;128;0;0;128;128;43
9781.ppm;65;65;0;0;65;65;43
0_319.ppm;128;128;0;0;128;128;43
4286.ppm;82;82;0;0;82;82;43
0_1717.ppm;128;128;0;0;128;128;43
0_1402.ppm;128;128;0;0;128;128;43
0_734.ppm;128;128;0;0;128;128;43
0_42.ppm;128;128;0;0;128;128;43
10183.ppm;92;92;0;0;92;92;43
0_1165.ppm;128;128;0;0;128;128;43
9660.ppm;53;53;0;0;53;53;43
0_22.ppm;128;128;0;0;128;128;43
562.ppm;67;67;0;0;67;67;43
0_473.ppm;128;128;0;0;128;128;43
0_1309.ppm;128;128;0;0;128;128;43
2779.ppm;80;80;0;0;80;80;43
0_915.ppm;128;128;0;0;128;128;43
0_545.ppm;128;128;0;0;128;128;43
0_1400.ppm;128;128;0;0;128;128;43
13879.ppm;65;65;0;0;65;65;43
0_579.ppm;128;128;0;0;128;128;43
6088.ppm;102;102;0;0;102;102;43
0_315.ppm;128;128;0;0;128;128;43
9890.ppm;37;37;0;0;37;37;43
0_665.ppm;128;128;0;0;128;128;43
15378.ppm;74;74;0;0;74;74;43
9729.ppm;75;75;0;0;75;75;43
11796.ppm;70;70;0;0;70;70;43
0_1492.ppm;128;128;0;0;128;128;43
0_505.ppm;128;128;0;0;128;128;43
10660.ppm;84;84;0;0;84;84;43
0_793.ppm;128;128;0;0;128;128;43
0_804.ppm;128;128;0;0;128;128;43
9507.ppm;51;51;0;0;51;51;43
12056.ppm;71;71;0;0;71;71;43
0_993.ppm;128;128;0;0;128;128;43
8112.ppm;65;65;0;0;65;65;43
0_308.ppm;128;128;0;0;128;128;43
0_1608.ppm;128;128;0;0;128;128;43
0_569.ppm;128;128;0;0;128;128;43
0_1635.ppm;128;128;0;0;128;128;43
256.ppm;67;67;0;0;67;67;43
0_1027.ppm;128;128;0;0;128;128;43
0_1653.ppm;128;128;0;0;128;128;43
0_117.ppm;128;128;0;0;128;128;43
8731.ppm;74;74;0;0;74;74;43
9290.ppm;65;65;0;0;65;65;43
0_596.ppm;128;128;0;0;128;128;43
0_1431.ppm;128;128;0;0;128;128;43
1687.ppm;51;51;0;0;51;51;43
1982.ppm;59;59;0;0;59;59;43
12112.ppm;41;41;0;0;41;41;43
9777.ppm;60;60;0;0;60;60;43
2740.ppm;82;82;0;0;82;82;43
0_1370.ppm;128;128;0;0;128;128;43
0_136.ppm;128;128;0;0;128;128;43
0_577.ppm;128;128;0;0;128;128;43
0_1693.ppm;128;128;0;0;128;128;43
0_1568.ppm;128;128;0;0;128;128;43
15277.ppm;76;76;0;0;76;76;43
0_442.ppm;128;128;0;0;128;128;43
0_805.ppm;128;128;0;0;128;128;43
4211.ppm;84;84;0;0;84;84;43
0_1208.ppm;128;128;0;0;128;128;43
6740.ppm;70;70;0;0;70;70;43
0_1093.ppm;128;128;0;0;128;128;43
10740.ppm;42;42;0;0;42;42;43
0_951.ppm;128;128;0;0;128;128;43
11376.ppm;64;64;0;0;64;64;43
0_1115.ppm;128;128;0;0;128;128;43
0_1438.ppm;128;128;0;0;128;128;43
11953.ppm;86;86;0;0;86;86;43
0_1557.ppm;128;128;0;0;128;128;43
12923.ppm;76;76;0;0;76;76;43
3957.ppm;136;136;0;0;136;136;43
0_1399.ppm;128;128;0;0;128;128;43
0_420.ppm;128;128;0;0;128;128;43
0_1323.ppm;128;128;0;0;128;128;43
820.ppm;60;60;0;0;60;60;43
10438.ppm;77;77;0;0;77;77;43
0_1360.ppm;128;128;0;0;128;128;43
5224.ppm;39;39;0;0;39;39;43
12660.ppm;54;54;0;0;54;54;43
0_687.ppm;128;128;0;0;128;128;43
1690.ppm;50;50;0;0;50;50;43
0_914.ppm;128;128;0;0;128;128;43
0_677.ppm;128;128;0;0;128;128;43
0_202.ppm;128;128;0;0;128;128;43
10705.ppm;38;38;0;0;38;38;43
31.ppm;96;96;0;0;96;96;43
11792.ppm;70;70;0;0;70;70;43
0_435.ppm;128;128;0;0;128;128;43
0_1605.ppm;128;128;0;0;128;128;43
0_247.ppm;128;128;0;0;128;128;43
3857.ppm;70;70;0;0;70;70;43
0_1066.ppm;128;128;0;0;128;128;43
9639.ppm;57;57;0;0;57;57;43
0_1087.ppm;128;128;0;0;128;128;43
14430.ppm;70;70;0;0;70;70;43
0_873.ppm;128;128;0;0;128;128;43
0_1075.ppm;128;128;0;0;128;128;43
14054.ppm;77;77;0;0;77;77;43
11544.ppm;93;93;0;0;93;93;43
10733.ppm;39;39;0;0;39;39;43
9699.ppm;68;68;0;0;68;68;43
12346.ppm;82;82;0;0;82;82;43
9658.ppm;88;88;0;0;88;88;43
9718.ppm;62;62;0;0;62;62;43
0_1555.ppm;128;128;0;0;128;128;43
0_1278.ppm;128;128;0;0;128;128;43
0_106.ppm;128;128;0;0;128;128;43
8360.ppm;96;96;0;0;96;96;43
12429.ppm;68;68;0;0;68;68;43
829.ppm;51;51;0;0;51;51;43
0_1485.ppm;128;128;0;0;128;128;43
319.ppm;76;76;0;0;76;76;43
0_92.ppm;128;128;0;0;128;128;43
10646.ppm;49;49;0;0;49;49;43
0_1583.ppm;128;128;0;0;128;128;43
4615.ppm;71;71;0;0;71;71;43
0_285.ppm;128;128;0;0;128;128;43
0_1280.ppm;128;128;0;0;128;128;43
0_483.ppm;128;128;0;0;128;128;43
0_1146.ppm;128;128;0;0;128;128;43
11955.ppm;82;82;0;0;82;82;43
0_139.ppm;128;128;0;0;128;128;43
2589.ppm;77;77;0;0;77;77;43
2587.ppm;60;60;0;0;60;60;43
0_720.ppm;128;128;0;0;128;128;43
11980.ppm;77;77;0;0;77;77;43
0_1414.ppm;128;128;0;0;128;128;43
0_541.ppm;128;128;0;0;128;128;43
0_1783.ppm;128;128;0;0;128;128;43
11513.ppm;67;67;0;0;67;67;43
0_749.ppm;128;128;0;0;128;128;43
0_1798.ppm;128;128;0;0;128;128;43
6091.ppm;97;97;0;0;97;97;43
15272.ppm;74;74;0;0;74;74;43
5642.ppm;81;81;0;0;81;81;43
0_1781.ppm;128;128;0;0;128;128;43
0_1622.ppm;128;128;0;0;128;128;43
10914.ppm;84;84;0;0;84;84;43
9109.ppm;77;77;0;0;77;77;43
9636.ppm;52;52;0;0;52;52;43
94.ppm;73;73;0;0;73;73;43
0_807.ppm;128;128;0;0;128;128;43
0_928.ppm;128;128;0;0;128;128;43
8259.ppm;68;68;0;0;68;68;43
0_87.ppm;128;128;0;0;128;128;43
9721.ppm;71;71;0;0;71;71;43
0_1233.ppm;128;128;0;0;128;128;43
8334.ppm;95;95;0;0;95;95;43
2193.ppm;119;119;0;0;119;119;43
14397.ppm;67;67;0;0;67;67;43
0_326.ppm;128;128;0;0;128;128;43
0_735.ppm;128;128;0;0;128;128;43
0_938.ppm;128;128;0;0;128;128;43
0_1361.ppm;128;128;0;0;128;128;43
0_1489.ppm;128;128;0;0;128;128;43
0_1766.ppm;128;128;0;0;128;128;43
10910.ppm;83;83;0;0;83;83;43
1859.ppm;35;35;0;0;35;35;43
0_1471.ppm;128;128;0;0;128;128;43
0_664.ppm;128;128;0;0;128;128;43
0_232.ppm;128;128;0;0;128;128;43
2303.ppm;86;86;0;0;86;86;43
3323.ppm;79;79;0;0;79;79;43
10579.ppm;78;78;0;0;78;78;43
7137.ppm;36;36;0;0;36;36;43
9619.ppm;60;60;0;0;60;60;43
2052.ppm;70;70;0;0;70;70;43
3018.ppm;70;70;0;0;70;70;43
0_1626.ppm;128;128;0;0;128;128;43
12343.ppm;108;108;0;0;108;108;43
0_1315.ppm;128;128;0;0;128;128;43
14431.ppm;70;70;0;0;70;70;43
6255.ppm;84;84;0;0;84;84;43
0_591.ppm;128;128;0;0;128;128;43
0_583.ppm;128;128;0;0;128;128;43
0_1502.ppm;128;128;0;0;128;128;43
0_622.ppm;128;128;0;0;128;128;43
1979.ppm;51;51;0;0;51;51;43
13405.ppm;76;76;0;0;76;76;43
10730.ppm;44;44;0;0;44;44;43
0_927.ppm;128;128;0;0;128;128;43
10573.ppm;65;65;0;0;65;65;43
15489.ppm;58;58;0;0;58;58;43
2785.ppm;88;88;0;0;88;88;43
9713.ppm;60;60;0;0;60;60;43
11926.ppm;60;60;0;0;60;60;43
0_88.ppm;128;128;0;0;128;128;43
15780.ppm;59;59;0;0;59;59;43
316.ppm;85;85;0;0;85;85;43
0_80.ppm;128;128;0;0;128;128;43
0_1660.ppm;128;128;0;0;128;128;43
7138.ppm;70;70;0;0;70;70;43
3296.ppm;76;76;0;0;76;76;43
0_255.ppm;128;128;0;0;128;128;43
0_888.ppm;128;128;0;0;128;128;43
6353.ppm;181;181;0;0;181;181;43
3584.ppm;90;90;0;0;90;90;43
0_1405.ppm;128;128;0;0;128;128;43
4214.ppm;58;58;0;0;58;58;43
0_1347.ppm;128;128;0;0;128;128;43
0_1426.ppm;128;128;0;0;128;128;43
2066.ppm;65;65;0;0;65;65;43
4047.ppm;74;74;0;0;74;74;43
0_1744.ppm;128;128;0;0;128;128;43
10033.ppm;73;73;0;0;73;73;43
6201.ppm;178;178;0;0;178;178;43
6189.ppm;47;47;0;0;47;47;43
2742.ppm;41;41;0;0;41;41;43
196.ppm;41;41;0;0;41;41;43
834.ppm;49;49;0;0;49;49;43
9022.ppm;60;60;0;0;60;60;43
16128.ppm;85;85;0;0;85;85;43
0_1694.ppm;128;128;0;0;128;128;43
0_1132.ppm;128;128;0;0;128;128;43
0_1761.ppm;128;128;0;0;128;128;43
2524.ppm;126;126;0;0;126;126;43
0_226.ppm;128;128;0;0;128;128;43
2359.ppm;82;82;0;0;82;82;43
10732.ppm;41;41;0;0;41;41;43
15497.ppm;65;65;0;0;65;65;43
0_546.ppm;128;128;0;0;128;128;43
12035.ppm;97;97;0;0;97;97;43
17.ppm;74;74;0;0;74;74;43
0_1078.ppm;128;128;0;0;128;128;43
12428.ppm;38;38;0;0;38;38;43
0_1463.ppm;128;128;0;0;128;128;43
12187.ppm;103;103;0;0;103;103;43
0_974.ppm;128;128;0;0;128;128;43
1660.ppm;38;38;0;0;38;38;43
0_855.ppm;128;128;0;0;128;128;43
1691.ppm;80;80;0;0;80;80;43
0_721.ppm;128;128;0;0;128;128;43
7378.ppm;65;65;0;0;65;65;43
15199.ppm;73;73;0;0;73;73;43
12349.ppm;47;47;0;0;47;47;43
15279.ppm;76;76;0;0;76;76;43
2708.ppm;103;103;0;0;103;103;43
2731.ppm;71;71;0;0;71;71;43
2733.ppm;59;59;0;0;59;59;43
0_158.ppm;128;128;0;0;128;128;43
0_624.ppm;128;128;0;0;128;128;43
0_571.ppm;128;128;0;0;128;128;43
15785.ppm;67;67;0;0;67;67;43
9719.ppm;61;61;0;0;61;61;43
0_576.ppm;128;128;0;0;128;128;43
7511.ppm;74;74;0;0;74;74;43
12317.ppm;70;70;0;0;70;70;43
2142.ppm;75;75;0;0;75;75;43
7023.ppm;74;74;0;0;74;74;43
0_900.ppm;128;128;0;0;128;128;43
0_354.ppm;128;128;0;0;128;128;43
0_7.ppm;128;128;0;0;128;128;43
9775.ppm;37;37;0;0;37;37;43
0_1072.ppm;128;128;0;0;128;128;43
0_1427.ppm;128;128;0;0;128;128;43
0_1703.ppm;128;128;0;0;128;128;43
0_948.ppm;128;128;0;0;128;128;43
2599.ppm;81;81;0;0;81;81;43
0_1274.ppm;128;128;0;0;128;128;43
3835.ppm;55;55;0;0;55;55;43
0_1488.ppm;128;128;0;0;128;128;43
0_743.ppm;128;128;0;0;128;128;43
9621.ppm;59;59;0;0;59;59;43
9715.ppm;63;63;0;0;63;63;43
0_941.ppm;128;128;0;0;128;128;43
11846.ppm;154;154;0;0;154;154;43
9712.ppm;76;76;0;0;76;76;43
823.ppm;69;69;0;0;69;69;43
0_374.ppm;128;128;0;0;128;128;43
9279.ppm;37;37;0;0;37;37;43
264.ppm;70;70;0;0;70;70;43
0_949.ppm;128;128;0;0;128;128;43
0_322.ppm;128;128;0;0;128;128;43
0_273.ppm;128;128;0;0;128;128;43
14942.ppm;46;46;0;0;46;46;43
0_586.ppm;128;128;0;0;128;128;43
10718.ppm;37;37;0;0;37;37;43
152.ppm;133;133;0;0;133;133;43
10486.ppm;53;53;0;0;53;53;43
2588.ppm;77;77;0;0;77;77;43
0_1114.ppm;128;128;0;0;128;128;43
3301.ppm;71;71;0;0;71;71;43
0_277.ppm;128;128;0;0;128;128;43
0_506.ppm;128;128;0;0;128;128;43
10591.ppm;113;113;0;0;113;113;43
9700.ppm;63;63;0;0;63;63;43
12658.ppm;73;73;0;0;73;73;43
3019.ppm;78;78;0;0;78;78;43
6079.ppm;100;100;0;0;100;100;43
582.ppm;172;172;0;0;172;172;43
0_952.ppm;128;128;0;0;128;128;43
0_1569.ppm;128;128;0;0;128;128;43
0_918.ppm;128;128;0;0;128;128;43
0_661.ppm;128;128;0;0;128;128;43
0_713.ppm;128;128;0;0;128;128;43
0_843.ppm;128;128;0;0;128;128;43
0_992.ppm;128;128;0;0;128;128;43
0_1378.ppm;128;128;0;0;128;128;43
9491.ppm;62;62;0;0;62;62;43
2597.ppm;89;89;0;0;89;89;43
0_1442.ppm;128;128;0;0;128;128;43
1129.ppm;80;80;0;0;80;80;43
11798.ppm;70;70;0;0;70;70;43
8106.ppm;65;65;0;0;65;65;43
11539.ppm;71;71;0;0;71;71;43
0_597.ppm;128;128;0;0;128;128;43
0_239.ppm;128;128;0;0;128;128;43
0_13.ppm;128;128;0;0;128;128;43
561.ppm;66;66;0;0;66;66;43
2739.ppm;76;76;0;0;76;76;43
8950.ppm;55;55;0;0;55;55;43
0_280.ppm;128;128;0;0;128;128;43
6354.ppm;140;140;0;0;140;140;43
11930.ppm;76;76;0;0;76;76;43
9494.ppm;54;54;0;0;54;54;43
5505.ppm;70;70;0;0;70;70;43
0_112.ppm;128;128;0;0;128;128;43
0_1612.ppm;128;128;0;0;128;128;43
14881.ppm;76;76;0;0;76;76;43
0_686.ppm;128;128;0;0;128;128;43
0_289.ppm;128;128;0;0;128;128;43
38.ppm;122;122;0;0;122;122;43
0_574.ppm;128;128;0;0;128;128;43
1123.ppm;95;95;0;0;95;95;43
0_1526.ppm;128;128;0;0;128;128;43
11129.ppm;75;75;0;0;75;75;43
3242.ppm;70;70;0;0;70;70;43
0_368.ppm;128;128;0;0;128;128;43
0_710.ppm;128;128;0;0;128;128;43
0_551.ppm;128;128;0;0;128;128;43
10587.ppm;103;103;0;0;103;103;43
4990.ppm;77;77;0;0;77;77;43
0_1755.ppm;128;128;0;0;128;128;43
3517.ppm;67;67;0;0;67;67;43
0_1019.ppm;128;128;0;0;128;128;43
8332.ppm;96;96;0;0;96;96;43
12064.ppm;87;87;0;0;87;87;43
15782.ppm;66;66;0;0;66;66;43
0_292.ppm;128;128;0;0;128;128;43
9769.ppm;60;60;0;0;60;60;43
10025.ppm;105;105;0;0;105;105;43
0_508.ppm;128;128;0;0;128;128;43
0_1016.ppm;128;128;0;0;128;128;43
3271.ppm;61;61;0;0;61;61;43
0_410.ppm;128;128;0;0;128;128;43
10796.ppm;151;151;0;0;151;151;43
859.ppm;39;39;0;0;39;39;43
992.ppm;56;56;0;0;56;56;43
1662.ppm;41;41;0;0;41;41;43
9490.ppm;63;63;0;0;63;63;43
0_446.ppm;128;128;0;0;128;128;43
0_520.ppm;128;128;0;0;128;128;43
0_1183.ppm;128;128;0;0;128;128;43
0_1540.ppm;128;128;0;0;128;128;43
0_731.ppm;128;128;0;0;128;128;43
0_1529.ppm;128;128;0;0;128;128;43
0_86.ppm;128;128;0;0;128;128;43
8324.ppm;77;77;0;0;77;77;43
0_392.ppm;128;128;0;0;128;128;43
0_1297.ppm;128;128;0;0;128;128;43
0_659.ppm;128;128;0;0;128;128;43
2947.ppm;70;70;0;0;70;70;43
0_1738.ppm;128;128;0;0;128;128;43
0_1292.ppm;128;128;0;0;128;128;43
151.ppm;48;48;0;0;48;48;43
7380.ppm;71;71;0;0;71;71;43
0_531.ppm;128;128;0;0;128;128;43
10489.ppm;91;91;0;0;91;91;43
0_1011.ppm;128;128;0;0;128;128;43
14354.ppm;76;76;0;0;76;76;43
8093.ppm;96;96;0;0;96;96;43
0_1718.ppm;128;128;0;0;128;128;43
158.ppm;64;64;0;0;64;64;43
2728.ppm;41;41;0;0;41;41;43
0_593.ppm;128;128;0;0;128;128;43
8537.ppm;73;73;0;0;73;73;43
0_1193.ppm;128;128;0;0;128;128;43
12431.ppm;76;76;0;0;76;76;43
10783.ppm;76;76;0;0;76;76;43
0_589.ppm;128;128;0;0;128;128;43
13480.ppm;87;87;0;0;87;87;43
0_1578.ppm;128;128;0;0;128;128;43
0_1678.ppm;128;128;0;0;128;128;43
2528.ppm;77;77;0;0;77;77;43
0_1167.ppm;128;128;0;0;128;128;43
6204.ppm;95;95;0;0;95;95;43
8396.ppm;67;67;0;0;67;67;43
8672.ppm;54;54;0;0;54;54;43
10028.ppm;67;67;0;0;67;67;43
9280.ppm;41;41;0;0;41;41;43
11961.ppm;35;35;0;0;35;35;43
5904.ppm;80;80;0;0;80;80;43
7109.ppm;94;94;0;0;94;94;43
0_1652.ppm;128;128;0;0;128;128;43
243.ppm;91;91;0;0;91;91;43
6070.ppm;79;79;0;0;79;79;43
14220.ppm;70;70;0;0;70;70;43
0_115.ppm;128;128;0;0;128;128;43
6257.ppm;151;151;0;0;151;151;43
0_872.ppm;128;128;0;0;128;128;43
5223.ppm;57;57;0;0;57;57;43
0_946.ppm;128;128;0;0;128;128;43
0_1149.ppm;128;128;0;0;128;128;43
0_1339.ppm;128;128;0;0;128;128;43
6590.ppm;75;75;0;0;75;75;43
10185.ppm;54;54;0;0;54;54;43
9642.ppm;53;53;0;0;53;53;43
8330.ppm;80;80;0;0;80;80;43
560.ppm;63;63;0;0;63;63;43
0_1535.ppm;128;128;0;0;128;128;43
0_1510.ppm;128;128;0;0;128;128;43
0_1213.ppm;128;128;0;0;128;128;43
9301.ppm;59;59;0;0;59;59;43
9840.ppm;67;67;0;0;67;67;43
0_1239.ppm;128;128;0;0;128;128;43
12402.ppm;105;105;0;0;105;105;43
1058.ppm;75;75;0;0;75;75;43
0_449.ppm;128;128;0;0;128;128;43
4272.ppm;71;71;0;0;71;71;43
0_1574.ppm;128;128;0;0;128;128;43
0_715.ppm;128;128;0;0;128;128;43
0_278.ppm;128;128;0;0;128;128;43
